climate station,lat,long,crop,avg sowing doy,# values sowing,avg harvest doy,# values harvest,earliest sowing doy,latest sowing doy,earliest harvest doy,latest harvest doy
11746,50.0833,9.25,GM,114,9,284,9,92,124,245,299
11748,49.9667,9.2167,GM,106,11,278,11,93,122,242,299
11813,50.2,9.8333,GM,121,4,275,4,118,126,267,281
3684,51.2873,11.0183,GM,108,4,297,4,100,119,281,319
11940,48.7167,10.7833,GM,107,3,277,3,105,110,267,289
12054,48.5667,10.7333,GM,112,4,280,4,107,120,257,299
12065,49.1667,7.3167,GM,119,4,277,3,113,123,254,298
12132,52.4477,13.2975,GM,117,7,278,7,113,122,252,290
12259,51.5833,13.8167,GM,114,3,285,3,107,119,279,297
12294,51.8833,14.65,GM,114,3,271,3,108,118,248,285
12365,52.65,13.1,GM,116,5,258,5,106,120,230,286
12563,53.8167,12.0667,GM,118,5,254,5,114,122,238,262
12634,53.3,14.2333,GM,115,3,262,3,112,118,242,294
12745,54.0833,13.9167,GM,116,4,275,4,109,123,259,291
12803,51.1,12.3167,GM,120,3,301,3,119,122,298,305
12813,50.9333,12.8167,GM,112,3,280,3,108,114,270,294
12833,51.1167,13.1833,GM,109,10,286,10,101,126,265,314
4642,52.8911,11.7297,GM,108,3,260,3,94,116,240,281
12860,50.9833,13.6833,GM,114,10,285,10,106,117,265,300
12873,50.8667,12.45,GM,108,10,281,10,99,116,247,294
12940,51.15,13.45,GM,115,6,284,5,105,128,267,296
12942,51.0667,13.2667,GM,116,14,285,13,104,124,264,309
12971,50.9667,14.05,GM,111,9,276,9,100,122,259,300
12987,51.05,12.9667,GM,125,3,282,3,118,137,273,293
13018,51.3333,12.6167,GM,111,10,279,10,103,124,245,292
13020,51.3667,12.6333,GM,107,3,279,3,104,110,274,282
13021,51.4333,12.6833,GM,101,6,263,6,83,124,243,296
13046,51.7333,11.5,GM,120,8,276,8,108,135,251,304
13082,51.4833,11.6333,GM,109,14,259,15,101,120,78,294
13083,51.5333,11.7,GM,108,4,274,4,103,115,254,293
5250,48.0908,7.6353,GM,102,6,290,6,93,120,277,307
5404,48.4025,11.6946,GM,113,6,277,6,112,116,251,289
11220,48.5833,12.1833,GM,110,3,294,3,108,114,286,299
5906,49.509,8.5541,GM,113,5,277,7,104,117,265,290
11405,49.0333,12.25,GM,107,8,281,8,97,117,249,290
10706,47.8167,8.6667,GM,120,3,267,3,117,123,264,274
7855,52.7667,8.75,GM,111,8,288,7,105,123,277,306
7865,52.5667,8.5667,GM,117,6,286,6,114,125,268,300
7946,52.7167,9.25,GM,112,7,290,7,105,119,277,312
7957,52.2333,9.1167,GM,125,3,285,3,122,130,271,293
7977,51.5167,9.95,GM,117,5,270,5,109,129,265,277
8133,52.9333,9.7333,GM,109,3,306,3,104,114,296,319
